ID,Bin No,SKU,Batch No,CFC,Description,UOM,Created At,Updated At,Expire Days
247,G01,FXC30005SLA,Z15NOV25,90,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:02 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:02 GMT+0530 (India Standard Time),
248,G02,FXC170005S,Z03NOV25,240,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
249,G03,FXC73010S,Z21NOV25,197,"FXC73010S",2.000,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
250,G04,FXC70010S,Z13NOV25,15,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
251,G06,FXC70010S,Z22NOV25,260,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
252,G07,FXC70010S,Z17NOV25,176,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
253,G08,FXC71010S,Z22NOV25,240,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
254,G09,FXC70010S,Z22NOV25,30,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
255,G09,FXC71010S,Z22NOV25,190,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
256,G10,FXC10005SLA,Z05NOV25,240,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
257,G10,FXC170005S,Z03NOV25,54,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
258,G11,FXC10010SA,Z24OCT25,138,"48580 BINGO! CHIPS RS.10 SALTED",2.820,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
259,G11,FXC20005SC,Z05NOV25,1,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
260,G12,FXC70020SB,Z20NOV25,240,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
261,G13,FXC17005S,Z25NOV25,240,"FXC17005S",2.000,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
262,G14,FXC170005S,Z03NOV25,240,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
263,G15,FXC71020SA,Z17NOV25,102,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
264,G15,FXC74010S,Z13NOV25,109,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
265,G16,FXC10005SLA,Z05NOV25,240,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
266,G17,FXC10005SLA,Z05NOV25,240,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
267,G18,FXC20005SC,Z06NOV25,240,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
268,G21,FXC70020SB,Z20NOV25,215,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
269,G22,FXC70010S,Z22NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
270,G23,FXC71010S,Z17NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
271,G24,FXC40020S,Z14NOV25,240,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
272,G25,FXC75020SA,Z10NOV25,240,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
273,G26,FXC74010S,Z13NOV25,103,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
274,G26,FXC75020SA,Z10NOV25,122,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
275,G27,FXC70020SB,Z20NOV25,240,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:03 GMT+0530 (India Standard Time),
276,G28,FXC170005S,Z25NOV25,240,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
277,G29,FXC170005S,Z25NOV25,240,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
278,G30,FXC10005SLA,Z25OCT25,180,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
279,G30,FXC10010SA,Z24OCT25,60,"48580 BINGO! CHIPS RS.10 SALTED",2.820,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
280,G31,FXC73010S,Z21NOV25,240,"FXC73010S",2.000,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
281,G32,FXC73010S,Z21NOV25,240,"FXC73010S",2.000,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
282,G33,FXC30005SLA,Z15NOV25,240,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
283,G34,FXC20005SC,Z06NOV25,240,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
284,G35,FXC70010S,Z12NOV25,24,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
285,G36,FXC20005SC,Z06NOV25,240,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
286,G37,FXC20005SC,Z06NOV25,240,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
287,G38,FXC17005S,Z25NOV25,240,"FXC17005S",2.000,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
288,G39,FXC50005S,Z15NOV25,240,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
289,G40,FXC20010SA,Z25NOV25,245,"48180 BINGO! CHIPS RS.10 CRM&ON",2.820,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
290,H02,FXC170010S,Z25NOV25,57,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
291,H02,FXC70020SB,Z21NOV25,91,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
292,H03,FXC170020S,Z25NOV25,89,"FXC170020S",2.000,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
293,H04,FXC20050S,Z25NOV25,130,"FXC20050S",2.000,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
294,H04,FXC70010S,Z22NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
295,H04,FXC70010S,Z22NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
296,H05,FXC20020SA,Z05NOV25,116,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
297,H06,FXC70020SB,Z21NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
298,H07,FXC71020SA,Z22NOV25,110,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
299,H08,FXC170010S,Z24NOV25,216,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:04 GMT+0530 (India Standard Time),
300,H09,FXC71020SA,Z17NOV25,208,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
301,H10,FXC30020SA,Z06NOV25,69,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
302,H11,FXC20020SA,Z05NOV25,210,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
303,H12,FXC50005S,Z15NOV25,120,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
304,H12,FXC71010S,Z17NOV25,33,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
305,H12,FXC73010S,Z24OCT25,24,"FXC73010S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
306,H13,FXC70020SB,Z17NOV25,14,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
307,H14,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
308,H15,FXC70010S,Z22NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
309,H16,FXC170010S,Z03NOV25,210,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
310,H17,FXC20020SA,Z05NOV25,210,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
311,H17,FXC20020SA,Z05NOV25,210,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
312,H17,FXC73010S,Z24OCT25,8,"FXC73010S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
313,H18,FXC70020SB,Z21NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
314,H19,FXC170020S,Z03NOV25,160,"FXC170020S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
315,H19,FXC75020SA,Z10NOV25,32,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
316,H21,FXC170020S,Z25NOV25,210,"FXC170020S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
317,H22,FXC73030SA,Z21NOV25,204,"FXC73030SA",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
318,H23,FXC73030SA,Z21NOV25,210,"FXC73030SA",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
319,H24,FXC20020SA,Z04NOV25,85,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
320,H24,FXC70020SB,Z29OCT25,1,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
321,H24,FXC73030SA,Z21NOV25,30,"FXC73030SA",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
322,H25,FXC70020SB,Z20NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
323,H26,FXC20005SC,Z05NOV25,25,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
324,H27,FXC170020S,Z25NOV25,24,"FXC170020S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
325,H27,FXC170020S,Z03NOV25,21,"FXC170020S",2.000,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
326,H27,FXC70020SB,Z22NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
327,H28,FXC70010S,Z22NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:05 GMT+0530 (India Standard Time),
328,H29,FXC20005SC,Z25NOV25,60,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
329,H30,FXC70020SB,Z19NOV25,30,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
330,H30,FXC72030SA,Z22SEP25,90,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
331,H31,FXC30020SA,Z06NOV25,210,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
332,H32,FXC20005SC,Z06NOV25,210,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
333,H33,FXC10010SA,Z24OCT25,30,"48580 BINGO! CHIPS RS.10 SALTED",2.820,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
334,H33,FXC30020SA,Z31OCT25,14,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
335,H33,FXC70010S,Z13NOV25,6,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
336,H34,FXC30020SA,Z31OCT25,64,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
337,H35,FXC20005SC,Z06NOV25,120,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
338,H36,FXC10020SA,Z24OCT25,87,"FXC10020SA",2.000,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
339,H36,FXC170020S,Z03NOV25,22,"FXC170020S",2.000,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
340,H36,FXC40020S,Z14NOV25,23,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
341,H37,FXC70020SB,Z19NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
342,H38,FXC20020SA,Z05NOV25,198,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
343,H39,FXC40020S,Z14NOV25,210,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
344,H40,FXC40020S,Z14NOV25,210,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
345,H40,FXC70020SB,Z19NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
346,H41,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
347,H42,FXC74050S,Z19NOV25,1,"FXC74050S",2.000,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
348,I02,FXC72030SA,Z22SEP25,210,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
349,I03,FXC71020SA,Z30OCT25,210,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
350,I04,FXC17005S,Z24NOV25,97,"FXC17005S",2.000,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
351,I05,FXC50005S,Z25NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
352,I06,FXC71020SA,Z30OCT25,89,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
353,I07,FXC170005S,Z24NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:06 GMT+0530 (India Standard Time),
354,I08,FXC30010SA,Z25NOV25,210,"48340 BINGO! CHIPS RS.10 TOMATO",2.820,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
355,I09,FXC20020SA,Z05NOV25,210,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
356,I10,FXC170005S,Z24NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
357,I11,FXC170010S,Z03NOV25,150,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
358,I11,FXC17005S,Z24NOV25,18,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
359,I12,FXC17005S,Z24NOV25,30,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
360,I12,FXC30020SA,Z06NOV25,161,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
361,I13,FXC17005S,Z25NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
362,I14,FXC170020S,Z25NOV25,210,"FXC170020S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
363,I15,FXC170010S,Z24NOV25,150,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
364,I16,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
365,I17,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
366,I18,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:07 GMT+0530 (India Standard Time),
